row_id,Consumer,Product,split,Liking,overall_visual_match,overall_visual_match_missing,color_pinkness_match,color_pinkness_match_missing,fat_lean_appearance_match,fat_lean_appearance_match_missing,surface_moisture_shine_match,surface_moisture_shine_match_missing,slice_structure_homogeneity_match,slice_structure_homogeneity_match_missing,overall_texture_match,overall_texture_match_missing,tenderness_softness_match,tenderness_softness_match_missing,firmness_rubberiness_match,firmness_rubberiness_match_missing,dryness_juiciness_match,dryness_juiciness_match_missing,fibrous_stringy_pieces_match,fibrous_stringy_pieces_match_missing,thickness_chew_match,thickness_chew_match_missing,overall_flavor_match,overall_flavor_match_missing,saltiness_match,saltiness_match_missing,ham_taste_match,ham_taste_match_missing,aromatic_smoky_spiced_match,aromatic_smoky_spiced_match_missing,bland_insipid_intensity_match,bland_insipid_intensity_match_missing,offnote_aftertaste_match,offnote_aftertaste_match_missing
665,H149,J02,train,7.45,5.0,0,4.0,0,3.5,1,3.5,1,4.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1
666,H149,J03,train,6.91,6.0,0,6.0,0,3.5,1,3.5,1,4.0,0,4.0,0,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1,5.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
667,H149,J10,train,8.27,6.0,0,6.0,0,6.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
668,H149,J14,train,1.63,2.0,0,3.5,1,1.0,0,3.5,1,3.5,1,1.0,0,3.5,1,3.5,1,1.0,0,3.5,1,3.5,1,1.0,0,3.5,1,1.0,0,3.5,1,3.5,1,3.5,1
669,H149,J17,train,4.63,4.0,0,5.0,0,3.0,0,3.5,1,5.0,0,2.0,0,3.5,1,3.5,1,1.0,0,3.5,1,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1
670,H149,J19,train,0.42,1.0,0,3.5,1,1.0,0,3.5,1,4.0,0,1.0,0,3.5,1,1.0,0,4.0,0,3.5,1,3.5,1,1.0,0,3.5,1,1.0,0,3.5,1,1.0,0,3.5,1
671,H149,J28,train,7.89,5.0,0,5.0,0,6.0,0,3.5,1,4.0,0,5.0,0,5.0,0,3.5,1,5.0,0,3.5,1,4.0,0,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
672,H149,J30,train,7.67,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
673,H149,J31,train,8.2,6.0,0,6.0,0,6.0,0,3.5,1,6.0,0,2.0,0,3.5,1,3.5,1,2.0,0,3.5,1,6.0,0,5.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
674,H150,J01,train,7.95,4.0,0,3.5,1,5.0,0,3.5,1,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
675,H150,J09,train,6.98,4.0,0,3.5,1,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
676,H150,J18,train,5.16,4.0,0,3.5,1,3.5,1,3.5,1,6.0,0,4.0,0,3.5,1,3.5,1,3.5,1,6.0,0,4.0,0,3.0,0,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1
677,H150,J24,train,7.12,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,5.0,0,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
678,H151,J02,holdout,8.65,3.0,0,5.0,0,2.0,0,3.5,1,2.0,0,6.0,0,6.0,0,3.5,1,5.0,0,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1
679,H151,J10,holdout,9.14,6.0,0,6.0,0,6.0,0,3.5,1,6.0,0,6.0,0,6.0,0,3.5,1,6.0,0,3.5,1,6.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1
680,H151,J22,holdout,1.71,1.0,0,3.5,1,1.0,0,3.5,1,3.5,1,1.0,0,1.0,0,3.5,1,1.0,0,3.5,1,1.0,0,1.0,0,1.0,0,3.5,1,3.5,1,3.5,1,3.5,1
681,H151,J23,holdout,5.13,4.0,0,6.0,0,2.0,0,3.5,1,3.0,0,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1,6.0,0,5.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1
682,H151,J31,holdout,7.47,4.0,0,6.0,0,2.0,0,3.5,1,6.0,0,3.0,0,3.0,0,3.5,1,3.0,0,3.5,1,6.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1
683,H152,J02,train,9.19,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
684,H152,J27,train,9.56,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
685,H152,J28,train,9.63,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
686,H153,J31,train,6.69,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
687,H154,J01,train,8.3,5.0,0,5.0,0,3.5,1,3.5,1,4.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,6.0,0,3.0,0,3.5,1,3.0,0,6.0,0
688,H154,J02,train,1.02,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,6.0,0,2.0,0,3.5,1,3.5,1,3.5,1
689,H154,J14,train,3.44,4.0,0,6.0,0,1.0,0,3.5,1,3.5,1,4.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.0,0,2.0,0,1.0,0,3.5,1,3.5,1,3.5,1,6.0,0
690,H154,J15,train,0.96,4.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.0,0,6.0,0,3.5,1,3.5,1,3.5,1,2.0,0,1.0,0,1.0,0,3.5,1,3.5,1,3.5,1,1.0,0
691,H154,J17,train,1.53,2.0,0,3.5,1,3.5,1,3.5,1,1.0,0,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,1.0,0,2.0,0,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1
692,H154,J26,train,6.4,2.0,0,2.0,0,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,1.0,0,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0
693,H154,J27,train,8.99,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1
694,H154,J28,train,0.75,5.0,0,6.0,0,5.0,0,3.5,1,3.5,1,1.0,0,1.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,1.0,0
695,H155,J15,train,8.28,6.0,0,6.0,0,6.0,0,3.5,1,5.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,5.0,0,5.0,0,5.0,0,6.0,0,5.0,0,3.5,1,3.5,1
696,H155,J16,train,5.4,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,6.0,0,2.0,0,3.5,1,3.0,0,3.5,1
697,H155,J30,train,8.05,6.0,0,6.0,0,5.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1
698,H155,J31,train,7.93,6.0,0,6.0,0,4.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,5.0,0,3.5,1,3.5,1,3.5,1
699,H157,J01,train,2.19,1.0,0,3.5,1,2.0,0,3.5,1,2.0,0,2.0,0,4.0,0,3.5,1,4.0,0,3.5,1,1.0,0,1.0,0,2.0,0,1.0,0,1.0,0,1.0,0,3.5,1
700,H157,J02,train,3.39,2.0,0,3.5,1,3.0,0,3.5,1,2.0,0,3.0,0,5.0,0,3.5,1,4.0,0,3.5,1,2.0,0,1.0,0,3.0,0,1.0,0,1.0,0,2.0,0,3.5,1
701,H157,J17,train,5.82,2.0,0,3.5,1,2.0,0,3.5,1,2.0,0,3.0,0,4.0,0,3.0,0,3.0,0,2.0,0,6.0,0,2.0,0,3.0,0,2.0,0,2.0,0,2.0,0,3.5,1
702,H157,J19,train,5.9,2.0,0,3.5,1,2.0,0,2.0,0,4.0,0,3.0,0,3.0,0,3.0,0,3.0,0,3.5,1,3.5,1,5.0,0,6.0,0,5.0,0,6.0,0,3.5,1,3.5,1
703,H157,J20,train,5.8,2.0,0,3.5,1,1.0,0,3.5,1,2.0,0,3.0,0,5.0,0,3.5,1,3.5,1,1.0,0,1.0,0,4.0,0,6.0,0,6.0,0,2.0,0,3.5,1,3.5,1
704,H157,J23,train,2.33,1.0,0,3.5,1,3.5,1,2.0,0,1.0,0,1.0,0,2.0,0,3.5,1,2.0,0,2.0,0,1.0,0,1.0,0,2.0,0,2.0,0,1.0,0,1.0,0,3.5,1
705,H157,J24,train,6.24,3.0,0,3.5,1,3.5,1,3.5,1,3.0,0,4.0,0,6.0,0,3.5,1,4.0,0,3.5,1,2.0,0,5.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1
706,H157,J27,train,7.13,3.0,0,3.5,1,4.0,0,5.0,0,3.0,0,5.0,0,6.0,0,4.0,0,5.0,0,3.5,1,2.0,0,5.0,0,6.0,0,5.0,0,4.0,0,3.5,1,3.5,1
707,H157,J29,train,5.5,2.0,0,3.5,1,2.0,0,3.5,1,1.0,0,2.0,0,5.0,0,2.0,0,4.0,0,2.0,0,2.0,0,5.0,0,6.0,0,6.0,0,4.0,0,3.5,1,3.5,1
708,H158,J02,train,3.66,1.0,0,1.0,0,3.5,1,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,3.0,0,2.0,0,4.0,0,3.5,1,3.0,0,3.5,1
709,H158,J10,train,7.92,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.0,0,3.0,0,3.5,1,3.0,0,3.5,1,3.5,1,4.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1
710,H158,J20,train,7.15,2.0,0,1.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1
711,H158,J21,train,7.86,2.0,0,1.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1,3.0,0,3.5,1
712,H158,J23,train,9.19,4.0,0,2.0,0,3.5,1,3.5,1,4.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1
713,H158,J24,train,8.55,4.0,0,3.0,0,6.0,0,5.0,0,3.5,1,3.0,0,3.0,0,3.5,1,3.0,0,3.5,1,3.5,1,5.0,0,6.0,0,5.0,0,3.5,1,5.0,0,3.5,1
714,H158,J26,train,3.62,2.0,0,3.5,1,2.0,0,1.0,0,3.5,1,1.0,0,1.0,0,1.0,0,1.0,0,3.5,1,3.5,1,3.0,0,3.5,1,4.0,0,3.5,1,5.0,0,1.0,0
715,H158,J30,train,9.0,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,4.0,0,5.0,0,3.5,1,2.0,0,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1,2.0,0,4.0,0,3.5,1
716,H159,J01,train,6.99,3.0,0,3.0,0,4.0,0,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,3.0,0,2.0,0,4.0,0,3.5,1,3.5,1,3.5,1
717,H159,J14,train,7.28,3.0,0,2.0,0,5.0,0,3.5,1,5.0,0,5.0,0,5.0,0,3.5,1,3.5,1,6.0,0,3.5,1,2.0,0,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1
718,H159,J15,train,8.82,4.0,0,3.0,0,6.0,0,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,3.5,1,6.0,0,3.5,1,6.0,0,6.0,0,6.0,0,3.5,1,6.0,0,3.5,1
719,H159,J26,train,5.06,2.0,0,1.0,0,5.0,0,3.5,1,1.0,0,1.0,0,1.0,0,1.0,0,3.5,1,1.0,0,3.5,1,3.0,0,2.0,0,4.0,0,3.5,1,3.5,1,3.5,1
720,H160,J08,train,5.66,3.0,0,3.5,1,2.0,0,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,2.0,0,3.5,1,3.5,1,5.0,0,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1
721,H160,J25,train,8.31,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,4.0,0,3.0,0,6.0,0,3.5,1,3.5,1,3.5,1
722,H160,J26,train,9.71,5.0,0,3.5,1,6.0,0,3.5,1,4.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,4.0,0,5.0,0,3.0,0,6.0,0,3.5,1,3.5,1,3.5,1
723,H160,J31,train,8.8,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,6.0,0,5.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
724,H161,J27,train,10.0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,3.5,1
725,H162,J09,train,7.77,4.0,0,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
726,H162,J14,train,7.53,3.0,0,3.5,1,2.0,0,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1
727,H162,J20,train,7.9,4.0,0,3.5,1,3.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
728,H162,J22,train,7.75,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
729,H162,J26,train,7.53,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
730,H162,J28,train,8.85,5.0,0,3.5,1,6.0,0,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
731,H162,J30,train,9.28,6.0,0,6.0,0,5.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
732,H163,J01,holdout,8.82,5.0,0,6.0,0,5.0,0,3.5,1,4.0,0,5.0,0,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1
733,H163,J02,holdout,7.43,2.0,0,2.0,0,2.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1
734,H163,J09,holdout,9.38,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1,4.0,0,3.5,1,3.5,1
735,H163,J15,holdout,8.85,4.0,0,6.0,0,3.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1
736,H163,J17,holdout,8.55,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1,1.0,0,3.5,1,3.5,1
737,H163,J19,holdout,8.68,4.0,0,6.0,0,3.0,0,3.5,1,3.5,1,5.0,0,6.0,0,3.5,1,6.0,0,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1
738,H163,J26,holdout,9.63,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,5.0,0,6.0,0,3.5,1,5.0,0,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1
739,H163,J27,holdout,8.99,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1
740,H163,J28,holdout,9.1,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1
741,H163,J31,holdout,7.67,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,3.5,1,1.0,0,2.0,0,3.5,1
742,H164,J01,train,2.91,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.0,0,4.0,0,3.5,1,2.0,0,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1
743,H164,J08,train,7.3,6.0,0,6.0,0,3.5,1,6.0,0,3.5,1,5.0,0,5.0,0,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
744,H164,J09,train,8.08,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
745,H164,J17,train,2.03,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,2.0,0,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,5.0,0,3.5,1,3.5,1,2.0,0,1.0,0
746,H165,J01,train,6.37,5.0,0,3.5,1,6.0,0,6.0,0,3.5,1,3.0,0,3.0,0,3.5,1,3.0,0,3.5,1,5.0,0,4.0,0,6.0,0,5.0,0,6.0,0,3.0,0,3.5,1
747,H165,J15,train,2.32,1.0,0,3.5,1,1.0,0,1.0,0,3.5,1,1.0,0,1.0,0,1.0,0,2.0,0,3.5,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,3.5,1,3.5,1
748,H165,J28,train,4.44,4.0,0,3.5,1,6.0,0,3.5,1,3.5,1,4.0,0,5.0,0,3.5,1,5.0,0,3.5,1,3.5,1,3.0,0,3.0,0,3.5,1,3.0,0,3.5,1,3.5,1
749,H165,J31,train,9.17,6.0,0,6.0,0,6.0,0,5.0,0,6.0,0,6.0,0,6.0,0,3.5,1,6.0,0,3.5,1,6.0,0,6.0,0,6.0,0,6.0,0,5.0,0,3.5,1,3.5,1
750,H201,J26,train,8.77,5.0,0,6.0,0,4.0,0,3.5,1,4.0,0,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,5.0,0,3.0,0,6.0,0,3.0,0,2.0,0,3.0,0,3.5,1
751,H201,J27,train,7.93,6.0,0,6.0,0,5.0,0,3.5,1,3.5,1,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,4.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1
752,H201,J28,train,8.09,6.0,0,6.0,0,6.0,0,3.5,1,6.0,0,5.0,0,6.0,0,3.5,1,3.5,1,6.0,0,4.0,0,4.0,0,3.5,1,5.0,0,3.0,0,4.0,0,3.5,1
753,H201,J29,train,7.49,5.0,0,6.0,0,5.0,0,3.5,1,5.0,0,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.0,0,5.0,0,6.0,0,5.0,0,4.0,0,4.0,0,4.0,0
754,H201,J30,train,8.47,5.0,0,4.0,0,5.0,0,3.5,1,5.0,0,6.0,0,6.0,0,3.5,1,3.5,1,5.0,0,6.0,0,4.0,0,6.0,0,4.0,0,3.0,0,4.0,0,3.5,1
755,H201,J31,train,7.13,6.0,0,6.0,0,6.0,0,3.5,1,6.0,0,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,5.0,0,5.0,0,6.0,0,5.0,0,4.0,0,3.5,1,3.5,1
756,H201,J32,train,8.82,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,5.0,0,5.0,0,3.5,1,6.0,0,4.0,0,5.0,0,3.5,1
757,H202,J01,train,8.59,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.0,0,6.0,0,3.5,1,3.5,1,5.0,0,2.0,0,6.0,0,1.0,0,3.5,1,3.5,1
758,H202,J10,train,7.78,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,5.0,0,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1
759,H202,J26,train,7.47,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,4.0,0,2.0,0,2.0,0,5.0,0,3.5,1,2.0,0,3.5,1,3.5,1,1.0,0,3.5,1,3.5,1
760,H202,J28,train,7.79,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,3.5,1,3.0,0,2.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1,6.0,0,3.5,1,3.5,1
761,H204,J01,train,7.13,5.0,0,6.0,0,3.5,1,3.5,1,3.0,0,3.0,0,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1
762,H204,J10,train,5.91,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,5.0,0,3.0,0,6.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,3.0,0,3.5,1,3.5,1,3.5,1
763,H204,J25,train,1.17,5.0,0,5.0,0,3.5,1,3.5,1,3.5,1,1.0,0,2.0,0,2.0,0,3.5,1,1.0,0,3.5,1,1.0,0,3.5,1,1.0,0,3.5,1,3.5,1,1.0,0
764,H204,J26,train,6.34,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,2.0,0,2.0,0,3.0,0,3.5,1,2.0,0,3.5,1,3.0,0,3.5,1,3.0,0,3.5,1,3.5,1,3.5,1
765,H204,J27,train,9.18,5.0,0,3.5,1,3.5,1,3.5,1,3.5,1,5.0,0,1.0,0,4.0,0,3.5,1,3.5,1,3.5,1,5.0,0,6.0,0,3.5,1,3.5,1,5.0,0,3.5,1
766,H204,J28,train,6.73,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.0,0,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1,2.0,0,3.5,1
767,H204,J30,train,4.88,2.0,0,3.5,1,3.5,1,3.5,1,1.0,0,2.0,0,2.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,3.5,1,3.0,0,3.5,1,3.5,1,3.5,1
768,H204,J32,train,7.88,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.0,0,2.0,0,4.0,0,3.5,1,3.5,1,3.5,1,4.0,0,3.5,1,4.0,0,3.5,1,3.5,1,3.5,1
769,H205,J26,train,2.95,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,2.0,0,2.0,0,4.0,0,3.5,1,3.5,1,2.0,0,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
770,H205,J27,train,8.57,4.0,0,3.0,0,6.0,0,3.5,1,3.5,1,5.0,0,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,4.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
771,H205,J28,train,5.9,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,5.0,0,6.0,0,6.0,0,5.0,0,3.5,1,3.5,1,3.0,0,3.0,0,3.5,1,3.5,1,3.0,0,3.5,1
772,H205,J31,train,6.63,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,5.0,0,5.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.0,0,5.0,0,3.0,0,3.5,1,3.0,0,3.5,1
773,H206,J01,holdout,5.93,4.0,0,6.0,0,3.0,0,3.5,1,3.0,0,4.0,0,5.0,0,3.0,0,3.5,1,3.5,1,5.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1
774,H206,J20,holdout,8.91,5.0,0,6.0,0,6.0,0,3.5,1,3.5,1,4.0,0,6.0,0,3.5,1,6.0,0,3.5,1,2.0,0,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1
775,H206,J21,holdout,4.6,3.0,0,5.0,0,4.0,0,2.0,0,3.5,1,2.0,0,2.0,0,2.0,0,2.0,0,3.5,1,2.0,0,3.0,0,3.0,0,5.0,0,3.5,1,3.5,1,3.5,1
776,H206,J31,holdout,7.43,6.0,0,6.0,0,3.5,1,3.5,1,6.0,0,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,6.0,0,4.0,0,4.0,0,3.5,1,3.5,1,3.5,1,3.5,1
777,H207,J01,train,7.77,6.0,0,6.0,0,5.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
778,H207,J02,train,7.6,6.0,0,4.0,0,5.0,0,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1,6.0,0,6.0,0,3.5,1,3.5,1,3.5,1,3.5,1
779,H207,J20,train,3.75,5.0,0,4.0,0,3.0,0,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,1.0,0,3.5,1,3.5,1,3.5,1,3.5,1
780,H207,J21,train,3.84,6.0,0,6.0,0,3.0,0,3.5,1,3.5,1,3.0,0,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,2.0,0,1.0,0,3.5,1,3.5,1,3.5,1,3.5,1
