row_id,Consumer,Product,Liking,parse_error,overall_visual_match,color_pinkness_match,fat_lean_appearance_match,surface_moisture_shine_match,slice_structure_homogeneity_match,overall_texture_match,tenderness_softness_match,firmness_rubberiness_match,dryness_juiciness_match,fibrous_stringy_pieces_match,thickness_chew_match,overall_flavor_match,saltiness_match,ham_taste_match,aromatic_smoky_spiced_match,bland_insipid_intensity_match,offnote_aftertaste_match
240,H059,J16,0.64,,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0
241,H059,J17,3.77,,4.0,6.0,2.0,,,2.0,2.0,2.0,,,,2.0,3.0,1.0,,2.0,
242,H059,J26,8.16,,6.0,6.0,,,4.0,4.0,4.0,4.0,,,,6.0,6.0,6.0,,,
243,H060,J01,4.74,,5.0,,6.0,,,2.0,2.0,,2.0,,,2.0,5.0,2.0,2.0,2.0,
244,H060,J02,4.87,,4.0,4.0,,,,2.0,2.0,2.0,4.0,,,3.0,6.0,3.0,2.0,3.0,
245,H060,J04,7.74,,4.0,4.0,,,,2.0,2.0,2.0,,,,5.0,6.0,6.0,,,
246,H060,J05,8.32,,3.0,,3.0,,,6.0,6.0,,6.0,,,4.0,4.0,5.0,3.0,,
247,H060,J10,3.08,,6.0,6.0,6.0,,,2.0,2.0,2.0,3.0,,,2.0,4.0,3.0,3.0,2.0,
248,H060,J15,8.89,,5.0,,6.0,,,6.0,6.0,,6.0,,,4.0,3.0,6.0,,,
249,H060,J23,9.22,,4.0,,4.0,,4.0,6.0,6.0,,6.0,,,5.0,6.0,6.0,3.0,,
250,H060,J29,8.98,,5.0,,5.0,,,5.0,6.0,4.0,6.0,,,5.0,6.0,6.0,3.0,,
251,H060,J31,6.88,,4.0,4.0,,,,1.0,1.0,,1.0,,,3.0,,4.0,,,
252,H061,J01,8.77,,6.0,6.0,6.0,,,6.0,6.0,,6.0,,,6.0,6.0,6.0,,,
253,H061,J02,9.17,,5.0,5.0,5.0,,,5.0,5.0,,6.0,,3.0,6.0,6.0,6.0,,6.0,
254,H061,J15,6.24,,1.0,,1.0,,1.0,4.0,5.0,,3.0,,,5.0,6.0,,,,
255,H061,J19,4.09,,1.0,,1.0,,1.0,2.0,2.0,2.0,2.0,,,4.0,4.0,,,,
256,H061,J26,8.74,,5.0,,6.0,,,6.0,6.0,,6.0,,,6.0,6.0,6.0,,,
257,H061,J27,6.47,,4.0,,2.0,,1.0,4.0,4.0,,5.0,,,4.0,2.0,6.0,,,
258,H061,J28,8.13,,5.0,,6.0,,,5.0,5.0,,6.0,,,6.0,6.0,6.0,,,
259,H061,J31,8.21,,5.0,5.0,6.0,,4.0,5.0,5.0,,5.0,,4.0,5.0,6.0,5.0,,,
260,H062,J01,5.06,,5.0,4.0,,,4.0,3.0,3.0,3.0,3.0,,,3.0,6.0,3.0,2.0,3.0,6.0
261,H062,J15,0.59,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0
262,H062,J20,0.29,,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,1.0,4.0,1.0,1.0,1.0,
263,H062,J25,4.42,,3.0,5.0,,2.0,4.0,2.0,2.0,3.0,2.0,,,2.0,2.0,3.0,2.0,3.0,
264,H062,J28,8.19,,4.0,4.0,5.0,,5.0,4.0,4.0,3.0,,,3.0,4.0,3.0,5.0,5.0,6.0,
265,H064,J02,6.72,,3.0,4.0,2.0,5.0,2.0,6.0,,6.0,,,,3.0,,4.0,,,
266,H064,J10,8.67,,2.0,,1.0,,1.0,3.0,,6.0,3.0,,,5.0,6.0,,,,
267,H064,J21,8.19,,6.0,6.0,4.0,6.0,,3.0,,5.0,3.0,2.0,,4.0,3.0,,,,
268,H064,J23,8.43,,2.0,2.0,2.0,6.0,2.0,6.0,,6.0,6.0,,,,,,,,
269,H064,J29,7.79,,2.0,2.0,2.0,3.0,,4.0,,6.0,2.0,,,1.0,,,2.0,,
270,H064,J30,2.44,,2.0,3.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,1.0,2.0,,,1.0,
271,H067,J06,2.19,,3.0,3.0,6.0,,,2.0,2.0,,2.0,,,1.0,,1.0,,1.0,
272,H067,J17,0.18,,2.0,,,1.0,,6.0,6.0,,2.0,,,1.0,,1.0,,1.0,
273,H067,J26,2.33,,2.0,2.0,,,,6.0,6.0,,,,,2.0,,2.0,,2.0,
274,H067,J30,5.05,,4.0,,6.0,,,6.0,6.0,,,,,5.0,6.0,5.0,,,
275,H068,J03,4.59,,2.0,,4.0,1.0,5.0,1.0,2.0,3.0,2.0,,,1.0,4.0,,1.0,1.0,
276,H068,J14,1.43,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,,1.0,1.0,,1.0,,
277,H068,J27,9.28,,3.0,,,4.0,3.0,3.0,3.0,2.0,4.0,,,6.0,4.0,,6.0,,
278,H068,J31,4.07,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,1.0,6.0,,1.0,4.0,
279,H069,J04,3.41,,6.0,6.0,6.0,,,2.0,2.0,,,,,1.0,,1.0,,,1.0
280,H069,J05,6.08,,3.0,,3.0,,2.0,4.0,5.0,,,,,5.0,6.0,,,,
281,H069,J10,5.77,,6.0,6.0,6.0,,6.0,3.0,4.0,,3.0,,,6.0,6.0,6.0,,,
282,H069,J19,4.66,,4.0,,3.0,,,2.0,,2.0,,,,4.0,2.0,6.0,,,
283,H069,J21,2.84,,2.0,2.0,2.0,,2.0,1.0,2.0,,,,,1.0,,2.0,,,1.0
284,H069,J23,5.04,,6.0,,6.0,,,2.0,2.0,2.0,4.0,,2.0,5.0,5.0,6.0,,,
285,H069,J29,6.88,,4.0,,3.0,,5.0,3.0,4.0,2.0,,,,5.0,5.0,5.0,,,
286,H069,J30,9.65,,6.0,6.0,6.0,,,5.0,5.0,4.0,5.0,,,6.0,6.0,6.0,,,
287,H072,J01,5.15,,5.0,6.0,,,6.0,2.0,2.0,,2.0,,6.0,2.0,,2.0,,2.0,
288,H072,J02,8.98,,5.0,6.0,,,,6.0,6.0,,4.0,,6.0,6.0,,6.0,5.0,6.0,
289,H072,J10,7.46,,4.0,6.0,,,2.0,3.0,4.0,,5.0,,2.0,5.0,5.0,5.0,,6.0,
290,H072,J21,6.33,,6.0,6.0,,,,2.0,2.0,,2.0,,6.0,1.0,,1.0,,1.0,
291,H072,J23,8.12,,5.0,6.0,,,6.0,4.0,4.0,,6.0,,,5.0,,5.0,,6.0,
292,H072,J26,7.4,,6.0,6.0,,,,4.0,4.0,,,,6.0,2.0,,2.0,,2.0,
293,H072,J29,5.7,,4.0,5.0,,3.0,,3.0,4.0,,2.0,,,5.0,,6.0,4.0,6.0,
294,H072,J30,7.93,,5.0,6.0,5.0,,,4.0,4.0,,6.0,,,4.0,4.0,5.0,,5.0,
295,H073,J01,8.95,,6.0,6.0,6.0,,,6.0,6.0,,,,,6.0,6.0,6.0,,6.0,
296,H073,J08,5.36,,3.0,4.0,2.0,,,4.0,5.0,,,,,4.0,,4.0,,,
297,H073,J15,2.73,,3.0,,2.0,,,2.0,2.0,,,,,2.0,2.0,,,,
298,H073,J16,0.84,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,
299,H073,J19,6.55,,6.0,6.0,,,,6.0,6.0,,,,,5.0,5.0,5.0,,5.0,
300,H075,J09,7.79,,6.0,6.0,6.0,,,6.0,,,,,,5.0,2.0,6.0,,,
301,H075,J10,8.26,,4.0,2.0,6.0,,,6.0,,6.0,,,,6.0,6.0,6.0,,,
302,H075,J15,6.03,,2.0,1.0,2.0,,,3.0,,2.0,,,,3.0,2.0,5.0,,,
303,H075,J26,8.68,,4.0,2.0,6.0,,,6.0,,6.0,6.0,,,5.0,3.0,6.0,,,
304,H076,J01,9.68,,6.0,,,,6.0,6.0,6.0,,5.0,,6.0,6.0,6.0,,6.0,,
305,H076,J02,8.2,,2.0,2.0,2.0,,2.0,5.0,5.0,5.0,,,6.0,6.0,6.0,6.0,6.0,,
306,H076,J10,8.67,,2.0,,,,2.0,5.0,,,,,6.0,5.0,6.0,,5.0,,
307,H076,J26,4.27,,2.0,1.0,4.0,,2.0,3.0,2.0,,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,
308,H076,J29,7.17,,4.0,4.0,5.0,,,3.0,3.0,,2.0,,5.0,3.0,3.0,,2.0,,
309,H076,J30,6.76,,2.0,,3.0,,2.0,4.0,3.0,3.0,,,5.0,3.0,2.0,3.0,4.0,3.0,
310,H076,J31,6.14,,2.0,2.0,2.0,,2.0,5.0,6.0,,,,6.0,5.0,6.0,,5.0,,
311,H076,J32,7.79,,6.0,6.0,,,6.0,5.0,5.0,,5.0,,5.0,3.0,3.0,4.0,3.0,3.0,
312,H077,J20,8.39,,4.0,,4.0,,,4.0,,,,,,4.0,4.0,,,,
313,H077,J25,1.95,,,4.0,4.0,,,1.0,1.0,,,,,,,,,,
314,H077,J26,7.21,,4.0,4.0,4.0,,,4.0,4.0,,,,,4.0,4.0,,,,
315,H077,J31,3.03,,,4.0,5.0,,,4.0,,,,,,2.0,4.0,,,2.0,
316,H079,J01,7.64,,5.0,6.0,6.0,4.0,,4.0,,,3.0,,,5.0,6.0,5.0,,,
317,H079,J02,5.16,,2.0,,2.0,1.0,2.0,2.0,3.0,,1.0,,2.0,3.0,5.0,,,,
318,H079,J03,9.98,,5.0,,6.0,5.0,,6.0,,,6.0,,,6.0,6.0,,,,
319,H079,J10,7.62,,5.0,4.0,6.0,5.0,,5.0,,,5.0,,,,,,,,
320,H079,J14,7.0,,2.0,,2.0,,2.0,4.0,,,5.0,,,4.0,5.0,6.0,,,
321,H079,J18,8.99,,4.0,,5.0,4.0,5.0,5.0,5.0,,5.0,,,4.0,4.0,,,,
322,H079,J26,2.49,,3.0,4.0,5.0,,,2.0,2.0,,2.0,,2.0,3.0,6.0,3.0,,3.0,
323,H079,J30,6.7,,4.0,5.0,4.0,,,3.0,,,3.0,,,3.0,5.0,,2.0,,2.0
324,H081,J02,10.0,,3.0,4.0,2.0,,,5.0,5.0,6.0,,6.0,,5.0,,,6.0,,
325,H081,J04,10.0,,2.0,4.0,1.0,,,2.0,,1.0,,,,2.0,,,1.0,,1.0
326,H081,J05,8.31,,2.0,4.0,2.0,,2.0,2.0,3.0,2.0,,,,2.0,,,2.0,,
327,H081,J21,3.63,,2.0,4.0,2.0,,2.0,1.0,,1.0,,1.0,,2.0,,2.0,2.0,2.0,2.0
328,H081,J23,7.81,,2.0,3.0,2.0,,,3.0,,3.0,,2.0,,3.0,,,2.0,,
329,H081,J27,8.93,,3.0,3.0,5.0,,3.0,2.0,2.0,2.0,,,,5.0,,,6.0,,2.0
330,H081,J28,4.37,,3.0,5.0,2.0,,,2.0,3.0,2.0,,,,3.0,,3.0,4.0,,2.0
331,H081,J31,6.93,,4.0,5.0,4.0,,,3.0,,3.0,,,3.0,3.0,3.0,,2.0,,2.0
332,H082,J01,8.98,,4.0,,,,,6.0,6.0,,,,,5.0,6.0,5.0,,,
333,H082,J04,6.33,,,,,,,2.0,2.0,,2.0,,,3.0,2.0,5.0,,,
334,H082,J05,7.12,,,,,,,3.0,3.0,,2.0,,,3.0,2.0,5.0,,,
335,H082,J10,6.5,,4.0,,5.0,,2.0,2.0,2.0,,2.0,,2.0,2.0,5.0,2.0,,2.0,
336,H082,J20,8.22,,2.0,,1.0,,,3.0,2.0,,,2.0,,5.0,6.0,5.0,,,
337,H082,J23,7.97,,5.0,,4.0,,5.0,6.0,6.0,,,,5.0,5.0,6.0,5.0,,,
338,H082,J30,8.6,,5.0,,6.0,,,6.0,6.0,,,,,5.0,4.0,6.0,,,
339,H082,J31,7.23,,3.0,3.0,,,,2.0,2.0,,2.0,,,5.0,6.0,5.0,,,
340,H083,J01,8.09,,,,,,2.0,5.0,6.0,,,6.0,,6.0,,6.0,,,
341,H083,J10,4.65,,2.0,4.0,2.0,,,3.0,,,,3.0,,2.0,,2.0,,2.0,
342,H083,J20,6.48,,4.0,4.0,5.0,,6.0,5.0,6.0,,,6.0,,2.0,,2.0,,2.0,
343,H083,J23,6.2,,4.0,4.0,,,,5.0,5.0,5.0,,5.0,,4.0,,4.0,,,
344,H083,J26,7.11,,,4.0,,,,6.0,6.0,,,6.0,,6.0,,6.0,,,
345,H083,J28,5.07,,1.0,2.0,2.0,,,2.0,2.0,,,2.0,,3.0,,3.0,,3.0,
346,H083,J30,4.3,,3.0,3.0,3.0,,,4.0,5.0,,,5.0,,2.0,,2.0,,2.0,2.0
347,H083,J31,6.8,,3.0,4.0,,,,4.0,5.0,,3.0,6.0,,5.0,,5.0,,,
348,H084,J01,6.14,,2.0,2.0,1.0,,,2.0,2.0,3.0,3.0,4.0,3.0,5.0,6.0,5.0,,5.0,5.0
349,H084,J04,10.0,,5.0,6.0,6.0,3.0,5.0,6.0,6.0,5.0,,5.0,6.0,5.0,6.0,4.0,,3.0,5.0
350,H084,J05,6.38,,3.0,2.0,3.0,,2.0,4.0,3.0,3.0,,5.0,6.0,3.0,2.0,5.0,,4.0,3.0
351,H084,J06,7.97,,5.0,4.0,6.0,,5.0,4.0,4.0,3.0,5.0,6.0,6.0,4.0,6.0,4.0,,4.0,5.0
352,H084,J14,5.2,,2.0,2.0,,,,2.0,2.0,,2.0,,1.0,3.0,6.0,3.0,,3.0,
353,H084,J15,6.78,,2.0,2.0,3.0,,1.0,5.0,6.0,5.0,6.0,5.0,,3.0,2.0,4.0,,3.0,4.0
354,H084,J16,2.14,,1.0,1.0,1.0,1.0,1.0,3.0,4.0,,2.0,2.0,2.0,2.0,2.0,,,2.0,
355,H084,J19,4.73,,2.0,2.0,1.0,,1.0,3.0,4.0,3.0,,5.0,2.0,2.0,4.0,3.0,3.0,2.0,
356,H100,J01,3.37,,5.0,5.0,5.0,,2.0,2.0,,,3.0,,,2.0,,2.0,,2.0,
357,H100,J05,7.99,,,,,,,4.0,,,2.0,,,5.0,,5.0,,,
358,H100,J14,6.64,,,,,,,,,,2.0,,,4.0,,4.0,,,
359,H100,J15,4.55,,,1.0,,,,,,,1.0,,,,,4.0,,,
360,H102,J01,4.92,,,,2.0,,,4.0,,3.0,,,,4.0,,,,,
361,H102,J02,7.0,,2.0,2.0,,,2.0,4.0,,,,,,4.0,,,,,
362,H102,J09,8.97,,,,,,,4.0,,,,,,4.0,,,,,
363,H102,J10,2.69,,,,,,,2.0,,2.0,,,,2.0,2.0,,,,
364,H102,J20,5.79,,1.0,,,,1.0,1.0,2.0,1.0,,,,4.0,4.0,,,,
365,H102,J23,4.46,,1.0,,,,1.0,3.0,,2.0,,1.0,,4.0,4.0,,,,
366,H102,J25,4.74,,2.0,,,,2.0,3.0,,3.0,,,,2.0,3.0,,,,1.0
367,H102,J26,3.84,,2.0,,,,2.0,2.0,,2.0,,,,2.0,5.0,,,2.0,2.0
368,H102,J30,7.75,,4.0,,,,,4.0,,,,,,4.0,,,,,
369,H102,J31,8.38,,,,,,,,,,,,,,,,,,
370,H103,J14,2.23,,3.0,4.0,,,,2.0,2.0,2.0,2.0,,2.0,,,,,,
371,H103,J20,1.44,,2.0,4.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0
372,H103,J21,1.71,,2.0,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,
373,H103,J23,7.54,,2.0,2.0,,,,3.0,,,2.0,,,3.0,,,,,
374,H103,J31,8.13,,5.0,,6.0,,,5.0,,,6.0,,,6.0,,6.0,,,
375,H104,J01,6.01,,3.0,2.0,,,2.0,5.0,6.0,,,,,6.0,,,6.0,,
376,H104,J02,7.64,,5.0,6.0,,,,6.0,6.0,,,,,6.0,6.0,,6.0,,
377,H104,J15,5.63,,5.0,6.0,6.0,,,2.0,2.0,,,,,3.0,3.0,,,,
378,H104,J16,2.9,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,2.0,
379,H104,J20,7.37,,5.0,5.0,,,,5.0,6.0,,,,,4.0,3.0,,6.0,,
380,H104,J21,4.35,,4.0,4.0,,,,1.0,1.0,2.0,,2.0,,2.0,5.0,2.0,2.0,2.0,
381,H104,J30,6.98,,2.0,2.0,,,,4.0,4.0,,,,,4.0,3.0,,6.0,,
382,H104,J31,3.29,,5.0,6.0,,,,1.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,
383,H105,J02,7.83,,4.0,,,,,5.0,,,6.0,,,6.0,6.0,6.0,,,
384,H105,J16,1.87,,1.0,2.0,,1.0,2.0,1.0,,2.0,1.0,,,2.0,2.0,2.0,,2.0,
385,H105,J17,4.09,,2.0,,,2.0,,3.0,,,2.0,,,2.0,5.0,2.0,,2.0,
386,H105,J23,3.15,,2.0,,2.0,,2.0,4.0,,,5.0,,2.0,2.0,5.0,2.0,,2.0,
387,H105,J28,6.75,,5.0,,6.0,,5.0,6.0,,,6.0,,,4.0,3.0,6.0,,,
388,H105,J31,6.13,,4.0,,6.0,,4.0,4.0,,,5.0,,,3.0,5.0,3.0,,3.0,
389,H106,J28,9.52,,,,,,,,,,,,,,,,,,
390,H107,J02,5.31,,,,,,,,,,,,,,,,,,
391,H109,J01,9.99,,6.0,6.0,6.0,,,6.0,6.0,,,,,6.0,6.0,6.0,,,
392,H109,J02,10.0,,6.0,6.0,6.0,,,5.0,5.0,,5.0,,,6.0,6.0,6.0,,,
393,H109,J09,4.92,,3.0,2.0,,,,6.0,6.0,,,,,2.0,5.0,2.0,,2.0,
394,H109,J17,3.4,,1.0,,1.0,,1.0,2.0,2.0,2.0,,,,1.0,,1.0,,1.0,
395,H109,J26,6.4,,6.0,6.0,6.0,,,3.0,3.0,3.0,,,,3.0,3.0,3.0,,3.0,
396,H109,J27,10.0,,5.0,6.0,,,,4.0,6.0,3.0,,,,4.0,,6.0,,,
397,H109,J28,8.75,,5.0,6.0,,,,6.0,6.0,,,,,4.0,3.0,6.0,,,
398,H109,J30,8.36,,6.0,6.0,6.0,,,6.0,6.0,,,,,5.0,5.0,6.0,,,
399,H110,J01,6.53,,4.0,,,,,2.0,,1.0,,,,6.0,,6.0,,,
400,H110,J02,9.05,,5.0,6.0,5.0,,,6.0,,6.0,6.0,,,6.0,6.0,6.0,,6.0,
401,H110,J17,3.75,,4.0,,4.0,,,2.0,2.0,2.0,,,,2.0,4.0,2.0,,2.0,
402,H110,J20,8.67,,5.0,,6.0,,,3.0,2.0,2.0,,,,5.0,,5.0,,,
403,H110,J26,7.01,,4.0,,4.0,,,6.0,,6.0,4.0,,,3.0,3.0,5.0,,,
404,H110,J27,8.38,,5.0,,6.0,,,2.0,,2.0,4.0,,,6.0,5.0,6.0,,6.0,
405,H110,J28,7.73,,6.0,,6.0,,,5.0,5.0,5.0,4.0,,,4.0,6.0,5.0,,3.0,
406,H110,J30,4.14,,4.0,,4.0,,,2.0,2.0,2.0,,,,2.0,,2.0,,2.0,
407,H111,J01,5.74,,5.0,6.0,,,,3.0,3.0,6.0,,,,2.0,1.0,,,5.0,6.0
408,H111,J02,5.08,,2.0,1.0,2.0,,,2.0,2.0,4.0,,,,1.0,1.0,2.0,2.0,1.0,
409,H111,J09,8.08,,6.0,6.0,,,,6.0,6.0,6.0,,,,6.0,,6.0,,6.0,
410,H111,J19,5.02,,2.0,2.0,2.0,,,3.0,3.0,5.0,,,,3.0,2.0,5.0,3.0,6.0,6.0
411,H111,J20,5.13,,2.0,2.0,2.0,,,2.0,2.0,4.0,,,,2.0,,2.0,,2.0,
412,H111,J26,6.97,,,,3.0,,,5.0,5.0,6.0,,,,5.0,6.0,5.0,4.0,6.0,6.0
413,H111,J28,8.04,,2.0,2.0,,,,4.0,3.0,5.0,,,,5.0,5.0,6.0,4.0,6.0,
414,H111,J30,6.15,,2.0,1.0,,,,2.0,2.0,4.0,,,,2.0,2.0,2.0,2.0,3.0,6.0
415,H111,J31,6.17,,2.0,1.0,2.0,,,4.0,4.0,5.0,,,,2.0,6.0,2.0,2.0,1.0,
416,H112,J01,8.39,,2.0,,,,2.0,4.0,,,4.0,,6.0,4.0,6.0,,3.0,,
417,H112,J07,7.2,,2.0,,1.0,,1.0,5.0,,,4.0,,6.0,,,,,,
418,H112,J09,7.3,,1.0,1.0,,,,4.0,,,,,,4.0,,,,,
419,H112,J10,7.69,,4.0,4.0,,,,4.0,,,,,,6.0,6.0,,,,
420,H112,J26,7.61,,4.0,,5.0,,,4.0,,,4.0,,3.0,5.0,5.0,,,,
421,H112,J28,8.67,,5.0,6.0,5.0,,,4.0,,4.0,5.0,,6.0,3.0,5.0,,2.0,,
422,H112,J31,7.32,,4.0,5.0,3.0,,3.0,4.0,,,3.0,,6.0,5.0,6.0,,,,
423,H113,J01,10.0,,4.0,,4.0,5.0,5.0,6.0,6.0,,,,,6.0,6.0,6.0,,,
424,H113,J15,4.49,,2.0,,,1.0,,2.0,1.0,1.0,2.0,,,5.0,6.0,5.0,,,
425,H113,J19,5.08,,2.0,,,2.0,,2.0,2.0,2.0,,,,5.0,,6.0,,,
426,H113,J24,6.09,,3.0,,,3.0,,2.0,2.0,,2.0,,,5.0,5.0,6.0,,,
427,H113,J27,9.0,,5.0,,5.0,,4.0,6.0,6.0,,,,,5.0,6.0,4.0,,,
428,H113,J31,6.14,,,,,,,2.0,2.0,2.0,2.0,,,3.0,3.0,,,,
429,H114,J03,8.75,,6.0,,6.0,,,6.0,6.0,,,,,6.0,,6.0,,,
430,H114,J09,6.73,,2.0,1.0,6.0,,,2.0,2.0,2.0,,,,5.0,,6.0,,,
431,H114,J10,8.45,,4.0,4.0,4.0,,5.0,5.0,5.0,,,,4.0,5.0,,6.0,,,
432,H114,J15,4.92,,1.0,,1.0,,,2.0,1.0,2.0,,,,5.0,,6.0,,,
433,H114,J17,6.35,,2.0,,1.0,,,6.0,6.0,,,,,4.0,,4.0,,,
434,H114,J20,9.87,,5.0,4.0,6.0,,,6.0,6.0,,,,,5.0,,6.0,,,
435,H114,J23,7.91,,6.0,,6.0,,,6.0,6.0,,,,,5.0,6.0,4.0,,,
436,H114,J24,8.07,,5.0,4.0,6.0,,,6.0,6.0,,,,,5.0,,6.0,,,
437,H114,J31,7.24,,,,4.0,,,2.0,2.0,2.0,,,,5.0,,6.0,,,
438,H114,J32,6.42,,,3.0,,,,2.0,2.0,2.0,,,,3.0,3.0,,,,
439,H115,J01,9.71,,,3.0,,,,4.0,,,,,,4.0,,5.0,,,
440,H115,J02,9.07,,4.0,,,3.0,4.0,5.0,5.0,,3.0,6.0,,5.0,6.0,5.0,5.0,,
441,H115,J09,8.6,,5.0,4.0,6.0,,5.0,6.0,6.0,,,6.0,5.0,5.0,5.0,5.0,6.0,,
442,H115,J10,6.85,,3.0,4.0,,2.0,3.0,5.0,5.0,,,5.0,5.0,2.0,,2.0,,2.0,
443,H115,J20,9.01,,5.0,,6.0,,6.0,4.0,5.0,,,5.0,,5.0,6.0,5.0,,,
444,H115,J21,7.7,,5.0,,,4.0,4.0,5.0,5.0,,,5.0,,6.0,6.0,5.0,,,
445,H115,J23,5.1,,5.0,,6.0,4.0,6.0,5.0,5.0,,4.0,6.0,5.0,2.0,5.0,2.0,3.0,2.0,
446,H115,J24,7.27,,4.0,,,3.0,,5.0,,,,6.0,,4.0,5.0,,4.0,,3.0
447,H115,J25,2.74,,2.0,,2.0,,2.0,2.0,,,,2.0,2.0,2.0,2.0,4.0,,,
448,H115,J27,1.07,,2.0,,,2.0,2.0,3.0,,,,2.0,2.0,2.0,5.0,2.0,3.0,2.0,
449,H115,J31,3.41,,3.0,,,4.0,2.0,5.0,5.0,,5.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,
450,H117,J27,9.39,,,,,,,,,,,,,,,,,,
451,H118,J21,7.59,,5.0,,6.0,,,5.0,5.0,,,,6.0,5.0,,5.0,,,
452,H118,J25,4.44,,1.0,1.0,1.0,,2.0,2.0,,,,,4.0,1.0,1.0,2.0,,,1.0
453,H118,J26,7.75,,3.0,,2.0,,,4.0,5.0,,,,3.0,5.0,6.0,6.0,,,
454,H119,J01,4.76,,1.0,1.0,1.0,,1.0,4.0,6.0,,,,1.0,4.0,4.0,4.0,,,3.0
455,H119,J02,4.78,,6.0,6.0,6.0,,,6.0,6.0,,,,,2.0,,2.0,,,2.0
456,H119,J14,0.96,,2.0,6.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0
457,H119,J15,2.1,,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,
458,H119,J17,4.54,,2.0,2.0,3.0,,,3.0,6.0,,,,,2.0,2.0,,,,
459,H119,J26,5.61,,4.0,3.0,6.0,,,6.0,6.0,,,,5.0,5.0,6.0,5.0,,,
460,H119,J27,3.56,,2.0,,2.0,,4.0,4.0,6.0,,,,4.0,2.0,2.0,,,,1.0
461,H119,J28,6.46,,5.0,6.0,6.0,,5.0,6.0,6.0,,,,6.0,4.0,3.0,5.0,,,
462,H120,J10,9.22,,6.0,5.0,6.0,,,4.0,,,,,,5.0,6.0,6.0,,,
463,H120,J15,7.31,,4.0,,2.0,,5.0,3.0,5.0,,2.0,,,4.0,6.0,,,,
464,H120,J16,6.54,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,4.0,4.0,,,,
465,H120,J30,9.55,,5.0,6.0,,,,2.0,5.0,2.0,2.0,,,5.0,5.0,6.0,,,
466,H1201,J01,6.05,,1.0,,1.0,,1.0,2.0,2.0,,,,,2.0,,2.0,,2.0,
467,H1201,J02,7.64,,4.0,6.0,1.0,,,4.0,5.0,,,,2.0,6.0,6.0,6.0,,6.0,
468,H1201,J10,5.96,,2.0,2.0,,,,6.0,6.0,,,,,1.0,,1.0,,1.0,
469,H1201,J30,2.84,,3.0,4.0,,,2.0,2.0,2.0,2.0,,,,2.0,,2.0,,2.0,1.0
470,H1203,J02,0.96,,2.0,3.0,2.0,,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,,2.0,
471,H1203,J03,8.25,,4.0,6.0,5.0,,4.0,3.0,4.0,,,,2.0,3.0,5.0,,2.0,5.0,
472,H1203,J20,1.21,,2.0,4.0,1.0,,2.0,1.0,2.0,1.0,,,1.0,2.0,,2.0,,2.0,2.0
473,H1203,J26,1.16,,2.0,6.0,1.0,,1.0,2.0,2.0,1.0,,,2.0,2.0,3.0,2.0,,2.0,
474,H1203,J27,3.18,,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,,,1.0,2.0,3.0,2.0,,3.0,
475,H1204,J20,7.95,,2.0,,2.0,,,5.0,6.0,,4.0,,,3.0,3.0,,,,
476,H1204,J21,7.77,,4.0,5.0,4.0,,,5.0,5.0,,,,,,,,,,
477,H1204,J22,5.18,,5.0,6.0,,4.0,,5.0,6.0,,4.0,,,2.0,2.0,,,2.0,
478,H1204,J23,7.02,,5.0,6.0,3.0,,,5.0,5.0,,4.0,,,3.0,3.0,3.0,,,
479,H1204,J27,6.42,,2.0,2.0,2.0,3.0,,5.0,5.0,,4.0,,,,,,,,
480,H1204,J28,8.08,,3.0,3.0,,,,5.0,5.0,,,,,,,,,,
481,H1204,J29,6.84,,,3.0,,,,5.0,5.0,,,,,,,,,,
482,H1204,J32,6.12,,6.0,6.0,,,,5.0,5.0,,,,,2.0,2.0,,,2.0,
483,H1209,J01,4.33,,4.0,6.0,2.0,,2.0,2.0,2.0,,,,,4.0,,4.0,,4.0,
484,H1209,J10,7.63,,5.0,6.0,5.0,,3.0,4.0,5.0,,4.0,3.0,,3.0,,,,,
485,H1209,J11,5.79,,3.0,,3.0,,2.0,2.0,2.0,2.0,2.0,,,5.0,,6.0,,5.0,
486,H1209,J26,8.34,,5.0,5.0,6.0,,3.0,6.0,6.0,,,,,6.0,,,,5.0,
